"StateCode","EQDeductibleTier","EQClass","EQDeductible","EQSubLimitPct_From","EQSubLimitPct_ToLessThan","TotalPropertyValue_From","TotalPropertyValue_ToLessThan","Factor_From","Factor_ToLessThan",
"CW",3,"3C","5,000",5,10,0,250001,5.024,4.024
"CW",3,"3C","5,000",10,15,0,250001,4.024,3.392
"CW",3,"3C","5,000",15,20,0,250001,3.392,2.956
"CW",3,"3C","5,000",20,25,0,250001,2.956,2.634
"CW",3,"3C","5,000",25,30,0,250001,2.634,2.384
"CW",3,"3C","5,000",30,35,0,250001,2.384,2.183
"CW",3,"3C","5,000",35,40,0,250001,2.183,2.02
"CW",3,"3C","5,000",40,45,0,250001,2.02,1.883
"CW",3,"3C","5,000",45,50,0,250001,1.883,1.766
"CW",3,"3C","5,000",50,55,0,250001,1.766,1.667
"CW",3,"3C","5,000",55,60,0,250001,1.667,1.581
"CW",3,"3C","5,000",60,65,0,250001,1.581,1.508
"CW",3,"3C","5,000",65,70,0,250001,1.508,1.443
"CW",3,"3C","5,000",70,75,0,250001,1.443,1.388
"CW",3,"3C","5,000",75,2147483647,0,250001,1.388,1.388
"CW",3,"4B","5,000",1,2,0,250001,6.96,6.44
"CW",3,"4B","5,000",2,3,0,250001,6.44,6
"CW",3,"4B","5,000",3,4,0,250001,6,5.64
"CW",3,"4B","5,000",4,5,0,250001,5.64,5.328
"CW",3,"4B","5,000",5,10,0,250001,5.328,4.224
"CW",3,"4B","5,000",10,15,0,250001,4.224,3.541
"CW",3,"4B","5,000",15,20,0,250001,3.541,3.072
"CW",3,"4B","5,000",20,25,0,250001,3.072,2.73
"CW",3,"4B","5,000",25,30,0,250001,2.73,2.461
"CW",3,"4B","5,000",30,35,0,250001,2.461,2.249
"CW",3,"4B","5,000",35,40,0,250001,2.249,2.076
"CW",3,"4B","5,000",40,45,0,250001,2.076,1.932
"CW",3,"4B","5,000",45,50,0,250001,1.932,1.81
"CW",3,"4B","5,000",50,55,0,250001,1.81,1.706
"CW",3,"4B","5,000",55,60,0,250001,1.706,1.616
"CW",3,"4B","5,000",60,65,0,250001,1.616,1.538
"CW",3,"4B","5,000",65,70,0,250001,1.538,1.471
"CW",3,"4B","5,000",70,75,0,250001,1.471,1.413
"CW",3,"4B","5,000",75,2147483647,0,250001,1.413,1.413
"CW",1,"1D","5,000",1,2,0,250001,2.72,2.6
"CW",1,"1D","5,000",2,3,0,250001,2.6,2.507
"CW",1,"1D","5,000",3,4,0,250001,2.507,2.4
"CW",1,"1D","5,000",4,5,0,250001,2.4,2.304
"CW",1,"1D","5,000",5,10,0,250001,2.304,1.984
"CW",1,"1D","5,000",10,15,0,250001,1.984,1.771
"CW",1,"1D","5,000",15,20,0,250001,1.771,1.616
"CW",1,"1D","5,000",20,25,0,250001,1.616,1.501
"CW",1,"1D","5,000",25,30,0,250001,1.501,1.408
"CW",1,"1D","5,000",30,35,0,250001,1.408,1.33
"CW",1,"1D","5,000",35,40,0,250001,1.33,1.268
"CW",1,"1D","5,000",40,45,0,250001,1.268,1.216
"CW",1,"1D","5,000",45,50,0,250001,1.216,1.173
"CW",1,"1D","5,000",50,55,0,250001,1.173,1.135
"CW",1,"1D","5,000",55,60,0,250001,1.135,1.104
"CW",1,"1D","5,000",60,65,0,250001,1.104,1.078
"CW",1,"1D","5,000",65,70,0,250001,1.078,1.057
"CW",1,"1D","5,000",70,75,0,250001,1.057,1.042
"CW",1,"1D","5,000",75,2147483647,0,250001,1.042,1.042
"CW",2,"1D","5,000",1,2,0,250001,3.92,3.68
"CW",2,"1D","5,000",2,3,0,250001,3.68,3.467
"CW",2,"1D","5,000",3,4,0,250001,3.467,3.28
"CW",2,"1D","5,000",4,5,0,250001,3.28,3.136
"CW",2,"1D","5,000",5,10,0,250001,3.136,2.584
"CW",2,"1D","5,000",10,15,0,250001,2.584,2.235
"CW",2,"1D","5,000",15,20,0,250001,2.235,1.988
"CW",2,"1D","5,000",20,25,0,250001,1.988,1.802
"CW",2,"1D","5,000",25,30,0,250001,1.802,1.659
"CW",2,"1D","5,000",30,35,0,250001,1.659,1.541
"CW",2,"1D","5,000",35,40,0,250001,1.541,1.446
"CW",2,"1D","5,000",40,45,0,250001,1.446,1.365
"CW",2,"1D","5,000",45,50,0,250001,1.365,1.298
"CW",2,"1D","5,000",50,55,0,250001,1.298,1.239
"CW",2,"1D","5,000",55,60,0,250001,1.239,1.189
"CW",2,"1D","5,000",60,65,0,250001,1.189,1.146
"CW",2,"1D","5,000",65,70,0,250001,1.146,1.11
"CW",2,"1D","5,000",70,75,0,250001,1.11,1.081
"CW",2,"1D","5,000",75,2147483647,0,250001,1.081,1.081
"CW",3,"1D","5,000",1,2,0,250001,4.48,4.2
"CW",3,"1D","5,000",2,3,0,250001,4.2,3.947
"CW",3,"1D","5,000",3,4,0,250001,3.947,3.72
"CW",3,"1D","5,000",4,5,0,250001,3.72,3.536
"CW",3,"1D","5,000",5,10,0,250001,3.536,2.888
"CW",3,"1D","5,000",10,15,0,250001,2.888,2.475
"CW",3,"1D","5,000",15,20,0,250001,2.475,2.18
"CW",3,"1D","5,000",20,25,0,250001,2.18,1.962
"CW",3,"1D","5,000",25,30,0,250001,1.962,1.792
"CW",3,"1D","5,000",30,35,0,250001,1.792,1.653
"CW",3,"1D","5,000",35,40,0,250001,1.653,1.54
"CW",3,"1D","5,000",40,45,0,250001,1.54,1.444
"CW",3,"1D","5,000",45,50,0,250001,1.444,1.363
"CW",3,"1D","5,000",50,55,0,250001,1.363,1.295
"CW",3,"1D","5,000",55,60,0,250001,1.295,1.235
"CW",3,"1D","5,000",60,65,0,250001,1.235,1.183
"CW",3,"1D","5,000",65,70,0,250001,1.183,1.138
"CW",3,"1D","5,000",70,75,0,250001,1.138,1.1
"CW",3,"1D","5,000",75,2147483647,0,250001,1.1,1.1
"CW",1,"5A","5,000",1,2,0,250001,2.96,2.84
"CW",1,"5A","5,000",2,3,0,250001,2.84,2.72
"CW",1,"5A","5,000",3,4,0,250001,2.72,2.6
"CW",1,"5A","5,000",4,5,0,250001,2.6,2.512
"CW",1,"5A","5,000",5,10,0,250001,2.512,2.152
"CW",1,"5A","5,000",10,15,0,250001,2.152,1.915
"CW",1,"5A","5,000",15,20,0,250001,1.915,1.748
"CW",1,"5A","5,000",20,25,0,250001,1.748,1.622
"CW",1,"5A","5,000",25,30,0,250001,1.622,1.52
"CW",1,"5A","5,000",30,35,0,250001,1.52,1.438
"CW",1,"5A","5,000",35,40,0,250001,1.438,1.368
"CW",1,"5A","5,000",40,45,0,250001,1.368,1.312
"CW",1,"5A","5,000",45,50,0,250001,1.312,1.264
"CW",1,"5A","5,000",50,55,0,250001,1.264,1.223
"CW",1,"5A","5,000",55,60,0,250001,1.223,1.189
"CW",1,"5A","5,000",60,65,0,250001,1.189,1.162
"CW",1,"5A","5,000",65,70,0,250001,1.162,1.139
"CW",1,"5A","5,000",70,75,0,250001,1.139,1.122
"CW",1,"5A","5,000",75,2147483647,0,250001,1.122,1.122
"CW",2,"5A","5,000",1,2,0,250001,5.52,5.12
"CW",2,"5A","5,000",2,3,0,250001,5.12,4.8
"CW",2,"5A","5,000",3,4,0,250001,4.8,4.54
"CW",2,"5A","5,000",4,5,0,250001,4.54,4.304
"CW",2,"5A","5,000",5,10,0,250001,4.304,3.472
"CW",2,"5A","5,000",10,15,0,250001,3.472,2.96
"CW",2,"5A","5,000",15,20,0,250001,2.96,2.6
"CW",2,"5A","5,000",20,25,0,250001,2.6,2.333
"CW",2,"5A","5,000",25,30,0,250001,2.333,2.128
"CW",2,"5A","5,000",30,35,0,250001,2.128,1.961
"CW",2,"5A","5,000",35,40,0,250001,1.961,1.826
"CW",2,"5A","5,000",40,45,0,250001,1.826,1.714
"CW",2,"5A","5,000",45,50,0,250001,1.714,1.618
"CW",2,"5A","5,000",50,55,0,250001,1.618,1.536
"CW",2,"5A","5,000",55,60,0,250001,1.536,1.465
"CW",2,"5A","5,000",60,65,0,250001,1.465,1.406
"CW",2,"5A","5,000",65,70,0,250001,1.406,1.353
"CW",2,"5A","5,000",70,75,0,250001,1.353,1.31
"CW",2,"5A","5,000",75,2147483647,0,250001,1.31,1.31
"CW",3,"5A","5,000",1,2,0,250001,6.96,6.44
"CW",3,"5A","5,000",2,3,0,250001,6.44,6
"CW",3,"5A","5,000",3,4,0,250001,6,5.64
"CW",3,"5A","5,000",4,5,0,250001,5.64,5.328
"CW",3,"5A","5,000",5,10,0,250001,5.328,4.224
"CW",3,"5A","5,000",10,15,0,250001,4.224,3.541
"CW",3,"5A","5,000",15,20,0,250001,3.541,3.072
"CW",3,"5A","5,000",20,25,0,250001,3.072,2.73
"CW",3,"5A","5,000",25,30,0,250001,2.73,2.461
"CW",3,"5A","5,000",30,35,0,250001,2.461,2.249
"CW",3,"5A","5,000",35,40,0,250001,2.249,2.076
"CW",3,"5A","5,000",40,45,0,250001,2.076,1.932
"CW",3,"5A","5,000",45,50,0,250001,1.932,1.81
"CW",3,"5A","5,000",50,55,0,250001,1.81,1.706
"CW",3,"5A","5,000",55,60,0,250001,1.706,1.616
"CW",3,"5A","5,000",60,65,0,250001,1.616,1.538
"CW",3,"5A","5,000",65,70,0,250001,1.538,1.471
"CW",3,"5A","5,000",70,75,0,250001,1.471,1.413
"CW",3,"5A","5,000",75,2147483647,0,250001,1.413,1.413
"CW",1,"2B","5,000",1,2,0,250001,3.04,2.88
"CW",1,"2B","5,000",2,3,0,250001,2.88,2.747
"CW",1,"2B","5,000",3,4,0,250001,2.747,2.64
"CW",1,"2B","5,000",4,5,0,250001,2.64,2.528
"CW",1,"2B","5,000",5,10,0,250001,2.528,2.16
"CW",1,"2B","5,000",10,15,0,250001,2.16,1.909
"CW",1,"2B","5,000",15,20,0,250001,1.909,1.736
"CW",1,"2B","5,000",20,25,0,250001,1.736,1.6
"CW",1,"2B","5,000",25,30,0,250001,1.6,1.491
"CW",1,"2B","5,000",30,35,0,250001,1.491,1.403
"CW",1,"2B","5,000",35,40,0,250001,1.403,1.332
"CW",1,"2B","5,000",40,45,0,250001,1.332,1.269
"CW",1,"2B","5,000",45,50,0,250001,1.269,1.218
"CW",1,"2B","5,000",50,55,0,250001,1.218,1.174
"CW",1,"2B","5,000",55,60,0,250001,1.174,1.135
"CW",1,"2B","5,000",60,65,0,250001,1.135,1.103
"CW",1,"2B","5,000",65,70,0,250001,1.103,1.077
"CW",1,"2B","5,000",70,75,0,250001,1.077,1.055
"CW",1,"2B","5,000",75,2147483647,0,250001,1.055,1.055
"CW",2,"2B","5,000",1,2,0,250001,5.76,5.32
"CW",2,"2B","5,000",2,3,0,250001,5.32,4.933
"CW",2,"2B","5,000",3,4,0,250001,4.933,4.62
"CW",2,"2B","5,000",4,5,0,250001,4.62,4.352
"CW",2,"2B","5,000",5,10,0,250001,4.352,3.416
"CW",2,"2B","5,000",10,15,0,250001,3.416,2.848
"CW",2,"2B","5,000",15,20,0,250001,2.848,2.464
"CW",2,"2B","5,000",20,25,0,250001,2.464,2.182
"CW",2,"2B","5,000",25,30,0,250001,2.182,1.965
"CW",2,"2B","5,000",30,35,0,250001,1.965,1.794
"CW",2,"2B","5,000",35,40,0,250001,1.794,1.656
"CW",2,"2B","5,000",40,45,0,250001,1.656,1.54
"CW",2,"2B","5,000",45,50,0,250001,1.54,1.443
"CW",2,"2B","5,000",50,55,0,250001,1.443,1.36
"CW",2,"2B","5,000",55,60,0,250001,1.36,1.289
"CW",2,"2B","5,000",60,65,0,250001,1.289,1.227
"CW",2,"2B","5,000",65,70,0,250001,1.227,1.175
"CW",2,"2B","5,000",70,75,0,250001,1.175,1.131
"CW",2,"2B","5,000",75,2147483647,0,250001,1.131,1.131
"CW",3,"2B","5,000",1,2,0,250001,6.96,6.4
"CW",3,"2B","5,000",2,3,0,250001,6.4,5.893
"CW",3,"2B","5,000",3,4,0,250001,5.893,5.46
"CW",3,"2B","5,000",4,5,0,250001,5.46,5.12
"CW",3,"2B","5,000",5,10,0,250001,5.12,3.912
"CW",3,"2B","5,000",10,15,0,250001,3.912,3.211
"CW",3,"2B","5,000",15,20,0,250001,3.211,2.736
"CW",3,"2B","5,000",20,25,0,250001,2.736,2.397
"CW",3,"2B","5,000",25,30,0,250001,2.397,2.136
"CW",3,"2B","5,000",30,35,0,250001,2.136,1.934
"CW",3,"2B","5,000",35,40,0,250001,1.934,1.77
"CW",3,"2B","5,000",40,45,0,250001,1.77,1.636
"CW",3,"2B","5,000",45,50,0,250001,1.636,1.522
"CW",3,"2B","5,000",50,55,0,250001,1.522,1.427
"CW",3,"2B","5,000",55,60,0,250001,1.427,1.344
"CW",3,"2B","5,000",60,65,0,250001,1.344,1.274
"CW",3,"2B","5,000",65,70,0,250001,1.274,1.213
"CW",3,"2B","5,000",70,75,0,250001,1.213,1.159
"CW",3,"2B","5,000",75,2147483647,0,250001,1.159,1.159
"CW",1,"3A","5,000",1,2,0,250001,3.04,2.88
"CW",1,"3A","5,000",2,3,0,250001,2.88,2.747
"CW",1,"3A","5,000",3,4,0,250001,2.747,2.64
"CW",1,"3A","5,000",4,5,0,250001,2.64,2.528
"CW",1,"3A","5,000",5,10,0,250001,2.528,2.16
"CW",1,"3A","5,000",10,15,0,250001,2.16,1.909
"CW",1,"3A","5,000",15,20,0,250001,1.909,1.736
"CW",1,"3A","5,000",20,25,0,250001,1.736,1.6
"CW",1,"3A","5,000",25,30,0,250001,1.6,1.491
"CW",1,"3A","5,000",30,35,0,250001,1.491,1.403
"CW",1,"3A","5,000",35,40,0,250001,1.403,1.332
"CW",1,"3A","5,000",40,45,0,250001,1.332,1.269
"CW",1,"3A","5,000",45,50,0,250001,1.269,1.218
"CW",1,"3A","5,000",50,55,0,250001,1.218,1.174
"CW",1,"3A","5,000",55,60,0,250001,1.174,1.135
"CW",1,"3A","5,000",60,65,0,250001,1.135,1.103
"CW",1,"3A","5,000",65,70,0,250001,1.103,1.077
"CW",1,"3A","5,000",70,75,0,250001,1.077,1.055
"CW",1,"3A","5,000",75,2147483647,0,250001,1.055,1.055
"CW",2,"3A","5,000",1,2,0,250001,5.76,5.32
"CW",2,"3A","5,000",2,3,0,250001,5.32,4.933
"CW",2,"3A","5,000",3,4,0,250001,4.933,4.62
"CW",2,"3A","5,000",4,5,0,250001,4.62,4.352
"CW",2,"3A","5,000",5,10,0,250001,4.352,3.416
"CW",2,"3A","5,000",10,15,0,250001,3.416,2.848
"CW",2,"3A","5,000",15,20,0,250001,2.848,2.464
"CW",2,"3A","5,000",20,25,0,250001,2.464,2.182
"CW",2,"3A","5,000",25,30,0,250001,2.182,1.965
"CW",2,"3A","5,000",30,35,0,250001,1.965,1.794
"CW",2,"3A","5,000",35,40,0,250001,1.794,1.656
"CW",2,"3A","5,000",40,45,0,250001,1.656,1.54
"CW",2,"3A","5,000",45,50,0,250001,1.54,1.443
"CW",2,"3A","5,000",50,55,0,250001,1.443,1.36
"CW",2,"3A","5,000",55,60,0,250001,1.36,1.289
"CW",2,"3A","5,000",60,65,0,250001,1.289,1.227
"CW",2,"3A","5,000",65,70,0,250001,1.227,1.175
"CW",2,"3A","5,000",70,75,0,250001,1.175,1.131
"CW",2,"3A","5,000",75,2147483647,0,250001,1.131,1.131
"CW",3,"3A","5,000",1,2,0,250001,6.96,6.4
"CW",3,"3A","5,000",2,3,0,250001,6.4,5.893
"CW",3,"3A","5,000",3,4,0,250001,5.893,5.46
"CW",3,"3A","5,000",4,5,0,250001,5.46,5.12
"CW",3,"3A","5,000",5,10,0,250001,5.12,3.912
